epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
0.5,55500,0,2147483647,4294967294.0,-2603740038.530696,1417404433,-1186335605.530696
0.5,55500,0,2147483647,4294967294.0,-961054099.9655987,1417404433,456350333.0344013
0.5,55500,0,2147483647,4294967294.0,-1256650136.9497564,1417404433,160754296.05024362
0.5,55500,0,2147483647,4294967294.0,-899047079.1779115,1417404433,518357353.8220885
0.5,55500,0,2147483647,4294967294.0,-39042862.57751463,1417404433,1378361570.4224854
0.5,55500,0,2147483647,4294967294.0,8212581642.88273,1417404433,9629986075.882729
0.5,55500,0,2147483647,4294967294.0,-11572364498.348164,1417404433,-10154960065.348164
0.5,55500,0,2147483647,4294967294.0,160157711.32651412,1417404433,1577562144.3265142
0.5,55500,0,2147483647,4294967294.0,-2277665011.387986,1417404433,-860260578.3879862
0.5,55500,0,2147483647,4294967294.0,8956793685.100775,1417404433,10374198118.100775
0.5,55500,0,2147483647,4294967294.0,-2294811893.6221004,1417404433,-877407460.6221004
0.5,55500,0,2147483647,4294967294.0,-4592262323.185459,1417404433,-3174857890.185459
0.5,55500,0,2147483647,4294967294.0,-6499990030.175569,1417404433,-5082585597.175569
0.5,55500,0,2147483647,4294967294.0,3219636.7575957747,1417404433,1420624069.7575958
0.5,55500,0,2147483647,4294967294.0,-146350651.50148433,1417404433,1271053781.4985156
0.5,55500,0,2147483647,4294967294.0,157630835.4216894,1417404433,1575035268.4216895
0.5,55500,0,2147483647,4294967294.0,-621499525.2547166,1417404433,795904907.7452834
0.5,55500,0,2147483647,4294967294.0,4552441168.510225,1417404433,5969845601.510225
0.5,55500,0,2147483647,4294967294.0,-5775982258.672183,1417404433,-4358577825.672183
0.5,55500,0,2147483647,4294967294.0,3472192680.3589535,1417404433,4889597113.358953
0.5,55500,0,2147483647,4294967294.0,-5064939789.32148,1417404433,-3647535356.32148
0.5,55500,0,2147483647,4294967294.0,18113546928.87021,1417404433,19530951361.87021
0.5,55500,0,2147483647,4294967294.0,131434904.33950542,1417404433,1548839337.3395054
0.5,55500,0,2147483647,4294967294.0,-287674556.43207693,1417404433,1129729876.567923
0.5,55500,0,2147483647,4294967294.0,4121996987.3486233,1417404433,5539401420.348623
0.5,55500,0,2147483647,4294967294.0,5591389412.99646,1417404433,7008793845.99646
0.5,55500,0,2147483647,4294967294.0,9561536921.964052,1417404433,10978941354.964052
0.5,55500,0,2147483647,4294967294.0,-11916918086.72186,1417404433,-10499513653.72186
0.5,55500,0,2147483647,4294967294.0,663309687.9018837,1417404433,2080714120.9018836
0.5,55500,0,2147483647,4294967294.0,10797731968.878359,1417404433,12215136401.878359
0.5,55500,0,2147483647,4294967294.0,105274205.5343499,1417404433,1522678638.53435
0.5,55500,0,2147483647,4294967294.0,7736938471.769553,1417404433,9154342904.769554
0.5,55500,0,2147483647,4294967294.0,5259285783.206763,1417404433,6676690216.206763
0.5,55500,0,2147483647,4294967294.0,-938111128.2044258,1417404433,479293304.7955742
0.5,55500,0,2147483647,4294967294.0,5198877054.136645,1417404433,6616281487.136645
0.5,55500,0,2147483647,4294967294.0,-6618557987.195805,1417404433,-5201153554.195805
0.5,55500,0,2147483647,4294967294.0,-1509562467.2009509,1417404433,-92158034.20095086
0.5,55500,0,2147483647,4294967294.0,-2325340282.9882464,1417404433,-907935849.9882464
0.5,55500,0,2147483647,4294967294.0,-5688661828.9697275,1417404433,-4271257395.9697275
0.5,55500,0,2147483647,4294967294.0,-1721344866.4276013,1417404433,-303940433.42760134
0.5,55500,0,2147483647,4294967294.0,-2643333037.5507135,1417404433,-1225928604.5507135
0.5,55500,0,2147483647,4294967294.0,-269105018.845798,1417404433,1148299414.154202
0.5,55500,0,2147483647,4294967294.0,-4553325160.526746,1417404433,-3135920727.526746
0.5,55500,0,2147483647,4294967294.0,-618709516.2709746,1417404433,798694916.7290254
0.5,55500,0,2147483647,4294967294.0,-4527996174.997635,1417404433,-3110591741.997635
0.5,55500,0,2147483647,4294967294.0,-276768145.89052856,1417404433,1140636287.1094713
0.5,55500,0,2147483647,4294967294.0,-484882754.43165636,1417404433,932521678.5683436
0.5,55500,0,2147483647,4294967294.0,-11005096796.06399,1417404433,-9587692363.06399
0.5,55500,0,2147483647,4294967294.0,-2564108601.255505,1417404433,-1146704168.255505
0.5,55500,0,2147483647,4294967294.0,-7171277589.222347,1417404433,-5753873156.222347
0.5,55500,0,2147483647,4294967294.0,1888267896.9310284,1417404433,3305672329.9310284
0.5,55500,0,2147483647,4294967294.0,3520978292.1442018,1417404433,4938382725.144201
0.5,55500,0,2147483647,4294967294.0,7084371211.429264,1417404433,8501775644.429264
0.5,55500,0,2147483647,4294967294.0,1356150810.5248308,1417404433,2773555243.524831
0.5,55500,0,2147483647,4294967294.0,-7919056876.737129,1417404433,-6501652443.737129
0.5,55500,0,2147483647,4294967294.0,-14809706380.096731,1417404433,-13392301947.096731
0.5,55500,0,2147483647,4294967294.0,-2907352911.099603,1417404433,-1489948478.0996032
0.5,55500,0,2147483647,4294967294.0,-5840617990.637219,1417404433,-4423213557.637219
0.5,55500,0,2147483647,4294967294.0,98219173.54628141,1417404433,1515623606.5462813
0.5,55500,0,2147483647,4294967294.0,3100851362.714035,1417404433,4518255795.714035
0.5,55500,0,2147483647,4294967294.0,324552259.9285798,1417404433,1741956692.9285798
0.5,55500,0,2147483647,4294967294.0,-802429957.1100715,1417404433,614974475.8899285
0.5,55500,0,2147483647,4294967294.0,3002375111.9294467,1417404433,4419779544.929447
0.5,55500,0,2147483647,4294967294.0,-2709167567.737002,1417404433,-1291763134.737002
0.5,55500,0,2147483647,4294967294.0,-1698896976.7361417,1417404433,-281492543.7361417
0.5,55500,0,2147483647,4294967294.0,1421990067.1339393,1417404433,2839394500.1339393
0.5,55500,0,2147483647,4294967294.0,5784686614.906492,1417404433,7202091047.906492
0.5,55500,0,2147483647,4294967294.0,-453691793.7808738,1417404433,963712639.2191262
0.5,55500,0,2147483647,4294967294.0,1019206585.8487225,1417404433,2436611018.8487225
0.5,55500,0,2147483647,4294967294.0,28289869.449347932,1417404433,1445694302.449348
0.5,55500,0,2147483647,4294967294.0,-3550467535.1565723,1417404433,-2133063102.1565723
0.5,55500,0,2147483647,4294967294.0,4975757815.889778,1417404433,6393162248.889778
0.5,55500,0,2147483647,4294967294.0,-2473145094.9821634,1417404433,-1055740661.9821634
0.5,55500,0,2147483647,4294967294.0,2514991413.4834914,1417404433,3932395846.4834914
0.5,55500,0,2147483647,4294967294.0,5361584380.2962475,1417404433,6778988813.2962475
0.5,55500,0,2147483647,4294967294.0,-2396514646.8770876,1417404433,-979110213.8770876
0.5,55500,0,2147483647,4294967294.0,2056999696.3622987,1417404433,3474404129.362299
0.5,55500,0,2147483647,4294967294.0,1571376803.4273634,1417404433,2988781236.4273634
0.5,55500,0,2147483647,4294967294.0,2991724319.0281568,1417404433,4409128752.028156
0.5,55500,0,2147483647,4294967294.0,-11648376510.398342,1417404433,-10230972077.398342
0.5,55500,0,2147483647,4294967294.0,6128151683.766077,1417404433,7545556116.766077
0.5,55500,0,2147483647,4294967294.0,-1509607926.1248553,1417404433,-92203493.12485528
0.5,55500,0,2147483647,4294967294.0,-7246697794.465662,1417404433,-5829293361.465662
0.5,55500,0,2147483647,4294967294.0,2185355425.458603,1417404433,3602759858.458603
0.5,55500,0,2147483647,4294967294.0,-6388770514.323529,1417404433,-4971366081.323529
0.5,55500,0,2147483647,4294967294.0,1772396328.2074487,1417404433,3189800761.207449
0.5,55500,0,2147483647,4294967294.0,542598580.5541928,1417404433,1960003013.5541928
0.5,55500,0,2147483647,4294967294.0,725672350.1935743,1417404433,2143076783.1935744
0.5,55500,0,2147483647,4294967294.0,-5261705410.743918,1417404433,-3844300977.7439184
0.5,55500,0,2147483647,4294967294.0,2317445650.5178394,1417404433,3734850083.5178394
0.5,55500,0,2147483647,4294967294.0,-6617976568.11772,1417404433,-5200572135.11772
0.5,55500,0,2147483647,4294967294.0,1866058755.7619407,1417404433,3283463188.761941
0.5,55500,0,2147483647,4294967294.0,-6121213158.860602,1417404433,-4703808725.860602
0.5,55500,0,2147483647,4294967294.0,526340392.8232029,1417404433,1943744825.8232028
0.5,55500,0,2147483647,4294967294.0,-5177047230.495717,1417404433,-3759642797.495717
0.5,55500,0,2147483647,4294967294.0,-6397619293.13992,1417404433,-4980214860.13992
0.5,55500,0,2147483647,4294967294.0,-13814742928.189995,1417404433,-12397338495.189995
0.5,55500,0,2147483647,4294967294.0,-9473680216.876894,1417404433,-8056275783.876894
0.5,55500,0,2147483647,4294967294.0,-2329807968.7296414,1417404433,-912403535.7296414
0.5,55500,0,2147483647,4294967294.0,3202315377.232308,1417404433,4619719810.232307
