epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
2,6699,0,2147483647,1073741823.5,2521998323.750161,772575337.0,3294573660.750161
2,6699,0,2147483647,1073741823.5,456738127.64057916,772575337.0,1229313464.6405792
2,6699,0,2147483647,1073741823.5,529264682.8622502,772575337.0,1301840019.8622503
2,6699,0,2147483647,1073741823.5,1359554271.3272936,772575337.0,2132129608.3272936
2,6699,0,2147483647,1073741823.5,-246768035.14264974,772575337.0,525807301.85735023
2,6699,0,2147483647,1073741823.5,2774692521.215341,772575337.0,3547267858.215341
2,6699,0,2147483647,1073741823.5,-537456250.1177163,772575337.0,235119086.8822837
2,6699,0,2147483647,1073741823.5,635227406.7638366,772575337.0,1407802743.7638366
2,6699,0,2147483647,1073741823.5,-382066748.82363874,772575337.0,390508588.17636126
2,6699,0,2147483647,1073741823.5,-1035529762.761563,772575337.0,-262954425.76156294
2,6699,0,2147483647,1073741823.5,1837661334.3464596,772575337.0,2610236671.3464594
2,6699,0,2147483647,1073741823.5,699659770.8394696,772575337.0,1472235107.8394694
2,6699,0,2147483647,1073741823.5,-582867831.7680095,772575337.0,189707505.23199046
2,6699,0,2147483647,1073741823.5,323392003.7747394,772575337.0,1095967340.7747393
2,6699,0,2147483647,1073741823.5,529632862.1964367,772575337.0,1302208199.1964366
2,6699,0,2147483647,1073741823.5,370638097.0309656,772575337.0,1143213434.0309656
2,6699,0,2147483647,1073741823.5,597879406.9712194,772575337.0,1370454743.9712195
2,6699,0,2147483647,1073741823.5,2123828839.2915163,772575337.0,2896404176.2915163
2,6699,0,2147483647,1073741823.5,-3782560423.998299,772575337.0,-3009985086.998299
2,6699,0,2147483647,1073741823.5,2203669921.088032,772575337.0,2976245258.088032
2,6699,0,2147483647,1073741823.5,3193718794.086098,772575337.0,3966294131.086098
2,6699,0,2147483647,1073741823.5,-4541452516.768616,772575337.0,-3768877179.7686157
2,6699,0,2147483647,1073741823.5,425393144.9663368,772575337.0,1197968481.9663367
2,6699,0,2147483647,1073741823.5,59480777.05208785,772575337.0,832056114.0520879
2,6699,0,2147483647,1073741823.5,-5504567521.946454,772575337.0,-4731992184.946454
2,6699,0,2147483647,1073741823.5,-887040322.6746888,772575337.0,-114464985.67468882
