epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
1,6699,0,2147483647,2147483647.0,-1497487227.6183558,772575337.0,-724911890.6183558
1,6699,0,2147483647,2147483647.0,2904275046.558757,772575337.0,3676850383.558757
1,6699,0,2147483647,2147483647.0,5634133916.665457,772575337.0,6406709253.665457
1,6699,0,2147483647,2147483647.0,-6630893440.831613,772575337.0,-5858318103.831613
1,6699,0,2147483647,2147483647.0,1622827468.0183222,772575337.0,2395402805.018322
1,6699,0,2147483647,2147483647.0,-4266222362.166801,772575337.0,-3493647025.166801
1,6699,0,2147483647,2147483647.0,-1366568358.3428016,772575337.0,-593993021.3428016
1,6699,0,2147483647,2147483647.0,4423913549.214716,772575337.0,5196488886.214716
1,6699,0,2147483647,2147483647.0,193672323.13985157,772575337.0,966247660.1398516
1,6699,0,2147483647,2147483647.0,-2844036628.2698693,772575337.0,-2071461291.2698693
1,6699,0,2147483647,2147483647.0,3775820611.1322308,772575337.0,4548395948.132231
1,6699,0,2147483647,2147483647.0,-3641738986.7744274,772575337.0,-2869163649.7744274
1,6699,0,2147483647,2147483647.0,-867462242.4134449,772575337.0,-94886905.41344488
1,6699,0,2147483647,2147483647.0,-7680688854.990709,772575337.0,-6908113517.990709
1,6699,0,2147483647,2147483647.0,1760710622.3049655,772575337.0,2533285959.3049655
1,6699,0,2147483647,2147483647.0,669757502.8670346,772575337.0,1442332839.8670344
1,6699,0,2147483647,2147483647.0,13775588510.728594,772575337.0,14548163847.728594
1,6699,0,2147483647,2147483647.0,7059232472.870053,772575337.0,7831807809.870053
1,6699,0,2147483647,2147483647.0,-5833118595.772998,772575337.0,-5060543258.772998
1,6699,0,2147483647,2147483647.0,309391162.9284815,772575337.0,1081966499.9284816
1,6699,0,2147483647,2147483647.0,2131242750.950862,772575337.0,2903818087.950862
1,6699,0,2147483647,2147483647.0,-1231634845.2529523,772575337.0,-459059508.25295234
1,6699,0,2147483647,2147483647.0,965155055.7639732,772575337.0,1737730392.7639732
1,6699,0,2147483647,2147483647.0,911881487.6566672,772575337.0,1684456824.6566672
1,6699,0,2147483647,2147483647.0,4851110827.911953,772575337.0,5623686164.911953
1,6699,0,2147483647,2147483647.0,3800433395.3715725,772575337.0,4573008732.3715725
1,6699,0,2147483647,2147483647.0,469020155.56890553,772575337.0,1241595492.5689056
1,6699,0,2147483647,2147483647.0,-4011742018.7614026,772575337.0,-3239166681.7614026
1,6699,0,2147483647,2147483647.0,2479524948.4385953,772575337.0,3252100285.4385953
1,6699,0,2147483647,2147483647.0,-3083312378.120633,772575337.0,-2310737041.120633
1,6699,0,2147483647,2147483647.0,-2109656768.6687167,772575337.0,-1337081431.6687167
1,6699,0,2147483647,2147483647.0,399554582.278035,772575337.0,1172129919.278035
1,6699,0,2147483647,2147483647.0,-6313180132.381965,772575337.0,-5540604795.381965
1,6699,0,2147483647,2147483647.0,547455345.975376,772575337.0,1320030682.9753761
1,6699,0,2147483647,2147483647.0,5026257991.722049,772575337.0,5798833328.722049
1,6699,0,2147483647,2147483647.0,2421003346.3473516,772575337.0,3193578683.3473516
1,6699,0,2147483647,2147483647.0,-403462851.24659413,772575337.0,369112485.75340587
1,6699,0,2147483647,2147483647.0,-2754327075.9235616,772575337.0,-1981751738.9235616
1,6699,0,2147483647,2147483647.0,-1558774831.4476094,772575337.0,-786199494.4476094
1,6699,0,2147483647,2147483647.0,200379904.46853974,772575337.0,972955241.4685397
1,6699,0,2147483647,2147483647.0,2268564935.6638913,772575337.0,3041140272.6638913
1,6699,0,2147483647,2147483647.0,-2609616275.2526455,772575337.0,-1837040938.2526455
1,6699,0,2147483647,2147483647.0,48912397.30244006,772575337.0,821487734.30244
1,6699,0,2147483647,2147483647.0,7911246707.56341,772575337.0,8683822044.56341
1,6699,0,2147483647,2147483647.0,4434983677.776604,772575337.0,5207559014.776604
1,6699,0,2147483647,2147483647.0,-750656586.8517827,772575337.0,21918750.14821732
1,6699,0,2147483647,2147483647.0,-1818750527.9754505,772575337.0,-1046175190.9754505
1,6699,0,2147483647,2147483647.0,-465241731.92300606,772575337.0,307333605.07699394
1,6699,0,2147483647,2147483647.0,366716158.34948957,772575337.0,1139291495.3494897
1,6699,0,2147483647,2147483647.0,-1833126994.4228196,772575337.0,-1060551657.4228196
1,6699,0,2147483647,2147483647.0,-2686845081.0313115,772575337.0,-1914269744.0313115
1,6699,0,2147483647,2147483647.0,-668525877.7008786,772575337.0,104049459.29912138
1,6699,0,2147483647,2147483647.0,5645558421.964167,772575337.0,6418133758.964167
1,6699,0,2147483647,2147483647.0,573928624.6792825,772575337.0,1346503961.6792827
1,6699,0,2147483647,2147483647.0,-4218516773.254312,772575337.0,-3445941436.254312
1,6699,0,2147483647,2147483647.0,2171911626.6023316,772575337.0,2944486963.6023316
1,6699,0,2147483647,2147483647.0,-5837446239.892762,772575337.0,-5064870902.892762
1,6699,0,2147483647,2147483647.0,951709127.0091641,772575337.0,1724284464.009164
1,6699,0,2147483647,2147483647.0,-1106392632.0922344,772575337.0,-333817295.0922344
1,6699,0,2147483647,2147483647.0,-1302866483.537611,772575337.0,-530291146.537611
1,6699,0,2147483647,2147483647.0,734794805.0396253,772575337.0,1507370142.0396252
1,6699,0,2147483647,2147483647.0,-908275945.429534,772575337.0,-135700608.42953396
1,6699,0,2147483647,2147483647.0,1723233858.1081731,772575337.0,2495809195.1081734
1,6699,0,2147483647,2147483647.0,1878955566.3069537,772575337.0,2651530903.3069534
1,6699,0,2147483647,2147483647.0,-151821401.10033974,772575337.0,620753935.8996602
1,6699,0,2147483647,2147483647.0,1293640648.3378363,772575337.0,2066215985.3378363
1,6699,0,2147483647,2147483647.0,-1695786762.1865885,772575337.0,-923211425.1865885
1,6699,0,2147483647,2147483647.0,-657140244.1681203,772575337.0,115435092.83187973
1,6699,0,2147483647,2147483647.0,-573500844.1103352,772575337.0,199074492.88966477
1,6699,0,2147483647,2147483647.0,1794294626.548298,772575337.0,2566869963.548298
1,6699,0,2147483647,2147483647.0,79975446.2367765,772575337.0,852550783.2367765
1,6699,0,2147483647,2147483647.0,2582889027.100262,772575337.0,3355464364.100262
1,6699,0,2147483647,2147483647.0,1335966918.1956637,772575337.0,2108542255.1956637
1,6699,0,2147483647,2147483647.0,-7556071550.643704,772575337.0,-6783496213.643704
1,6699,0,2147483647,2147483647.0,2464578688.7568545,772575337.0,3237154025.7568545
1,6699,0,2147483647,2147483647.0,-1750410607.6112833,772575337.0,-977835270.6112833
1,6699,0,2147483647,2147483647.0,10896919427.566048,772575337.0,11669494764.566048
1,6699,0,2147483647,2147483647.0,-8194516524.294984,772575337.0,-7421941187.294984
