epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
1,55500,0,2147483647,2147483647.0,-410035191.788104,1417404433,1007369241.211896
1,55500,0,2147483647,2147483647.0,-4936438113.724922,1417404433,-3519033680.724922
1,55500,0,2147483647,2147483647.0,2405214150.396599,1417404433,3822618583.396599
1,55500,0,2147483647,2147483647.0,-3453689.9183504754,1417404433,1413950743.0816495
1,55500,0,2147483647,2147483647.0,-2604064733.0075955,1417404433,-1186660300.0075955
1,55500,0,2147483647,2147483647.0,-2808862687.130148,1417404433,-1391458254.130148
1,55500,0,2147483647,2147483647.0,-7620596392.336538,1417404433,-6203191959.336538
1,55500,0,2147483647,2147483647.0,2038024021.266907,1417404433,3455428454.2669067
1,55500,0,2147483647,2147483647.0,-9695277984.111889,1417404433,-8277873551.111889
1,55500,0,2147483647,2147483647.0,-3083313631.4271464,1417404433,-1665909198.4271464
1,55500,0,2147483647,2147483647.0,-217098788.23588806,1417404433,1200305644.764112
1,55500,0,2147483647,2147483647.0,2447504360.8846364,1417404433,3864908793.8846364
1,55500,0,2147483647,2147483647.0,-8743896004.27336,1417404433,-7326491571.273359
1,55500,0,2147483647,2147483647.0,1040316936.4632187,1417404433,2457721369.4632187
1,55500,0,2147483647,2147483647.0,1580250655.4183273,1417404433,2997655088.4183273
1,55500,0,2147483647,2147483647.0,2107149181.172986,1417404433,3524553614.172986
1,55500,0,2147483647,2147483647.0,-717401514.403133,1417404433,700002918.596867
1,55500,0,2147483647,2147483647.0,-2659699835.521847,1417404433,-1242295402.5218468
1,55500,0,2147483647,2147483647.0,122262253.03579356,1417404433,1539666686.0357935
1,55500,0,2147483647,2147483647.0,-185293885.7969593,1417404433,1232110547.2030406
1,55500,0,2147483647,2147483647.0,-866818965.6076188,1417404433,550585467.3923812
1,55500,0,2147483647,2147483647.0,725017087.9201897,1417404433,2142421520.9201899
1,55500,0,2147483647,2147483647.0,2785391075.1330976,1417404433,4202795508.1330976
1,55500,0,2147483647,2147483647.0,-55049106.70489221,1417404433,1362355326.2951078
1,55500,0,2147483647,2147483647.0,3442205984.7810307,1417404433,4859610417.781031
1,55500,0,2147483647,2147483647.0,2239092480.181767,1417404433,3656496913.181767
1,55500,0,2147483647,2147483647.0,303652026.6420024,1417404433,1721056459.6420023
1,55500,0,2147483647,2147483647.0,116868802.05242608,1417404433,1534273235.052426
1,55500,0,2147483647,2147483647.0,1925905589.234995,1417404433,3343310022.234995
1,55500,0,2147483647,2147483647.0,-1859816278.337818,1417404433,-442411845.3378179
1,55500,0,2147483647,2147483647.0,2357075302.740842,1417404433,3774479735.740842
1,55500,0,2147483647,2147483647.0,-4749539869.101778,1417404433,-3332135436.101778
1,55500,0,2147483647,2147483647.0,-1557513728.0266812,1417404433,-140109295.02668118
1,55500,0,2147483647,2147483647.0,-1378108141.2102349,1417404433,39296291.78976512
