epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
0.1,6699,0,2147483647,21474836470.0,-22467695064.78763,772575337.0,-21695119727.78763
0.1,6699,0,2147483647,21474836470.0,37276140419.36611,772575337.0,38048715756.36611
0.1,6699,0,2147483647,21474836470.0,1390081472.897455,772575337.0,2162656809.897455
0.1,6699,0,2147483647,21474836470.0,30438988301.746777,772575337.0,31211563638.746777
0.1,6699,0,2147483647,21474836470.0,-23164668911.633575,772575337.0,-22392093574.633575
0.1,6699,0,2147483647,21474836470.0,2135632630.8063219,772575337.0,2908207967.806322
0.1,6699,0,2147483647,21474836470.0,1341156014.5872676,772575337.0,2113731351.5872676
0.1,6699,0,2147483647,21474836470.0,12696076649.589773,772575337.0,13468651986.589773
0.1,6699,0,2147483647,21474836470.0,1406912150.6862535,772575337.0,2179487487.6862535
0.1,6699,0,2147483647,21474836470.0,-92325730720.33858,772575337.0,-91553155383.33858
0.1,6699,0,2147483647,21474836470.0,-20673254890.758224,772575337.0,-19900679553.758224
0.1,6699,0,2147483647,21474836470.0,13545871311.651047,772575337.0,14318446648.651047
0.1,6699,0,2147483647,21474836470.0,-33836968833.608795,772575337.0,-33064393496.608795
0.1,6699,0,2147483647,21474836470.0,-5957572321.640045,772575337.0,-5184996984.640045
0.1,6699,0,2147483647,21474836470.0,-687123089.1750056,772575337.0,85452247.82499444
0.1,6699,0,2147483647,21474836470.0,1807600607.4325857,772575337.0,2580175944.4325857
0.1,6699,0,2147483647,21474836470.0,67475519276.05945,772575337.0,68248094613.05945
0.1,6699,0,2147483647,21474836470.0,7000688887.690754,772575337.0,7773264224.690754
0.1,6699,0,2147483647,21474836470.0,-10243440767.951038,772575337.0,-9470865430.951038
0.1,6699,0,2147483647,21474836470.0,9015859071.260736,772575337.0,9788434408.260736
0.1,6699,0,2147483647,21474836470.0,3384195330.953523,772575337.0,4156770667.953523
0.1,6699,0,2147483647,21474836470.0,-9090165594.569958,772575337.0,-8317590257.569958
0.1,6699,0,2147483647,21474836470.0,-4215944823.823657,772575337.0,-3443369486.823657
0.1,6699,0,2147483647,21474836470.0,90927582444.79396,772575337.0,91700157781.79396
0.1,6699,0,2147483647,21474836470.0,21084213117.578453,772575337.0,21856788454.578453
0.1,6699,0,2147483647,21474836470.0,-16398658165.62523,772575337.0,-15626082828.62523
0.1,6699,0,2147483647,21474836470.0,119046402293.69847,772575337.0,119818977630.69847
0.1,6699,0,2147483647,21474836470.0,43876010153.31999,772575337.0,44648585490.31999
0.1,6699,0,2147483647,21474836470.0,15952031223.525776,772575337.0,16724606560.525776
0.1,6699,0,2147483647,21474836470.0,11360117788.618279,772575337.0,12132693125.618279
0.1,6699,0,2147483647,21474836470.0,-4315496305.227712,772575337.0,-3542920968.2277117
0.1,6699,0,2147483647,21474836470.0,-45062554.13311612,772575337.0,727512782.8668839
0.1,6699,0,2147483647,21474836470.0,8786814472.414652,772575337.0,9559389809.414652
0.1,6699,0,2147483647,21474836470.0,-2709084424.150706,772575337.0,-1936509087.1507058
0.1,6699,0,2147483647,21474836470.0,-11483058589.597092,772575337.0,-10710483252.597092
0.1,6699,0,2147483647,21474836470.0,-15496378218.554068,772575337.0,-14723802881.554068
0.1,6699,0,2147483647,21474836470.0,2612289786.7989736,772575337.0,3384865123.7989736
0.1,6699,0,2147483647,21474836470.0,16469290481.642962,772575337.0,17241865818.64296
0.1,6699,0,2147483647,21474836470.0,-27748564825.249016,772575337.0,-26975989488.249016
0.1,6699,0,2147483647,21474836470.0,-1112515373.1467822,772575337.0,-339940036.14678216
0.1,6699,0,2147483647,21474836470.0,9620089482.710966,772575337.0,10392664819.710966
0.1,6699,0,2147483647,21474836470.0,-2854035768.0584745,772575337.0,-2081460431.0584745
0.1,6699,0,2147483647,21474836470.0,-1785189578.183835,772575337.0,-1012614241.183835
0.1,6699,0,2147483647,21474836470.0,59597862010.07454,772575337.0,60370437347.07454
0.1,6699,0,2147483647,21474836470.0,-23776141767.42191,772575337.0,-23003566430.42191
0.1,6699,0,2147483647,21474836470.0,21741403958.042976,772575337.0,22513979295.042976
0.1,6699,0,2147483647,21474836470.0,-1497757434.3574083,772575337.0,-725182097.3574083
0.1,6699,0,2147483647,21474836470.0,-13931395249.773033,772575337.0,-13158819912.773033
0.1,6699,0,2147483647,21474836470.0,41727646063.6396,772575337.0,42500221400.6396
0.1,6699,0,2147483647,21474836470.0,-23965037206.126568,772575337.0,-23192461869.126568
0.1,6699,0,2147483647,21474836470.0,885524374.5922748,772575337.0,1658099711.5922747
0.1,6699,0,2147483647,21474836470.0,30413377442.513393,772575337.0,31185952779.513393
