epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
0.25,55500,0,2147483647,8589934588.0,10283138422.735996,1417404433,11700542855.735996
0.25,55500,0,2147483647,8589934588.0,-6252239763.971723,1417404433,-4834835330.971723
0.25,55500,0,2147483647,8589934588.0,-6818415134.10946,1417404433,-5401010701.10946
0.25,55500,0,2147483647,8589934588.0,14966966065.246138,1417404433,16384370498.246138
0.25,55500,0,2147483647,8589934588.0,-20014855169.133736,1417404433,-18597450736.133736
0.25,55500,0,2147483647,8589934588.0,4193346367.1468544,1417404433,5610750800.146854
0.25,55500,0,2147483647,8589934588.0,-13081331273.510567,1417404433,-11663926840.510567
0.25,55500,0,2147483647,8589934588.0,1852431820.3160272,1417404433,3269836253.316027
0.25,55500,0,2147483647,8589934588.0,-4794542030.201784,1417404433,-3377137597.201784
0.25,55500,0,2147483647,8589934588.0,22042394471.18068,1417404433,23459798904.18068
0.25,55500,0,2147483647,8589934588.0,-8772315307.598366,1417404433,-7354910874.598366
0.25,55500,0,2147483647,8589934588.0,438255050.09783727,1417404433,1855659483.0978372
0.25,55500,0,2147483647,8589934588.0,6496923300.698929,1417404433,7914327733.698929
0.25,55500,0,2147483647,8589934588.0,-15952626212.81872,1417404433,-14535221779.81872
0.25,55500,0,2147483647,8589934588.0,8643963842.799534,1417404433,10061368275.799534
0.25,55500,0,2147483647,8589934588.0,-9311171157.386055,1417404433,-7893766724.386055
0.25,55500,0,2147483647,8589934588.0,-1305014310.82708,1417404433,112390122.17291999
0.25,55500,0,2147483647,8589934588.0,45489245044.43911,1417404433,46906649477.43911
0.25,55500,0,2147483647,8589934588.0,-4581226265.449482,1417404433,-3163821832.449482
0.25,55500,0,2147483647,8589934588.0,1351213379.5169141,1417404433,2768617812.5169144
0.25,55500,0,2147483647,8589934588.0,-11941281879.275463,1417404433,-10523877446.275463
0.25,55500,0,2147483647,8589934588.0,-11681117654.826117,1417404433,-10263713221.826117
0.25,55500,0,2147483647,8589934588.0,4633196546.770411,1417404433,6050600979.770411
0.25,55500,0,2147483647,8589934588.0,-3748855650.4338336,1417404433,-2331451217.4338336
0.25,55500,0,2147483647,8589934588.0,6121053080.619553,1417404433,7538457513.619553
0.25,55500,0,2147483647,8589934588.0,-1111684626.1753526,1417404433,305719806.8246474
0.25,55500,0,2147483647,8589934588.0,4841549159.912142,1417404433,6258953592.912142
0.25,55500,0,2147483647,8589934588.0,6627785676.31555,1417404433,8045190109.31555
0.25,55500,0,2147483647,8589934588.0,-8940137970.254293,1417404433,-7522733537.254293
0.25,55500,0,2147483647,8589934588.0,23135997569.21313,1417404433,24553402002.21313
0.25,55500,0,2147483647,8589934588.0,-465932949.67001027,1417404433,951471483.3299897
0.25,55500,0,2147483647,8589934588.0,-13029705198.575476,1417404433,-11612300765.575476
0.25,55500,0,2147483647,8589934588.0,-17162439900.486938,1417404433,-15745035467.486938
0.25,55500,0,2147483647,8589934588.0,-1386187277.3457286,1417404433,31217155.654271364
0.25,55500,0,2147483647,8589934588.0,3986678962.6590295,1417404433,5404083395.659029
0.25,55500,0,2147483647,8589934588.0,6500582095.433648,1417404433,7917986528.433648
0.25,55500,0,2147483647,8589934588.0,2920621360.0855365,1417404433,4338025793.085537
0.25,55500,0,2147483647,8589934588.0,-20390832022.314526,1417404433,-18973427589.314526
0.25,55500,0,2147483647,8589934588.0,-5000300706.514725,1417404433,-3582896273.5147247
0.25,55500,0,2147483647,8589934588.0,23799490674.609016,1417404433,25216895107.609016
0.25,55500,0,2147483647,8589934588.0,4007703992.4997067,1417404433,5425108425.499706
0.25,55500,0,2147483647,8589934588.0,-24769939702.65248,1417404433,-23352535269.65248
0.25,55500,0,2147483647,8589934588.0,-4932774256.314626,1417404433,-3515369823.3146257
0.25,55500,0,2147483647,8589934588.0,78939562.73548478,1417404433,1496343995.7354848
0.25,55500,0,2147483647,8589934588.0,2712448448.0613413,1417404433,4129852881.0613413
0.25,55500,0,2147483647,8589934588.0,6060384819.177523,1417404433,7477789252.177523
0.25,55500,0,2147483647,8589934588.0,531146738.21929026,1417404433,1948551171.2192903
0.25,55500,0,2147483647,8589934588.0,3441858613.979511,1417404433,4859263046.979511
0.25,55500,0,2147483647,8589934588.0,-13017806038.000782,1417404433,-11600401605.000782
0.25,55500,0,2147483647,8589934588.0,-10868762267.442549,1417404433,-9451357834.442549
0.25,55500,0,2147483647,8589934588.0,-3844320827.8008785,1417404433,-2426916394.8008785
0.25,55500,0,2147483647,8589934588.0,3474438798.1899743,1417404433,4891843231.189974
0.25,55500,0,2147483647,8589934588.0,-13656250228.804478,1417404433,-12238845795.804478
0.25,55500,0,2147483647,8589934588.0,1332987748.3374193,1417404433,2750392181.3374195
0.25,55500,0,2147483647,8589934588.0,5815054044.369637,1417404433,7232458477.369637
0.25,55500,0,2147483647,8589934588.0,23637026485.64583,1417404433,25054430918.64583
0.25,55500,0,2147483647,8589934588.0,-286073922.8433699,1417404433,1131330510.15663
0.25,55500,0,2147483647,8589934588.0,9023235826.716316,1417404433,10440640259.716316
0.25,55500,0,2147483647,8589934588.0,-3982136597.2730203,1417404433,-2564732164.2730203
0.25,55500,0,2147483647,8589934588.0,-4963517588.110486,1417404433,-3546113155.110486
0.25,55500,0,2147483647,8589934588.0,-4171223100.670622,1417404433,-2753818667.670622
0.25,55500,0,2147483647,8589934588.0,-7511991962.41432,1417404433,-6094587529.41432
0.25,55500,0,2147483647,8589934588.0,2190975472.414787,1417404433,3608379905.414787
0.25,55500,0,2147483647,8589934588.0,-869074215.6922886,1417404433,548330217.3077114
0.25,55500,0,2147483647,8589934588.0,-13696282661.956038,1417404433,-12278878228.956038
0.25,55500,0,2147483647,8589934588.0,5392191498.810009,1417404433,6809595931.810009
0.25,55500,0,2147483647,8589934588.0,-22680437247.90663,1417404433,-21263032814.90663
0.25,55500,0,2147483647,8589934588.0,-5951250471.23075,1417404433,-4533846038.23075
0.25,55500,0,2147483647,8589934588.0,1226878348.5308287,1417404433,2644282781.5308285
0.25,55500,0,2147483647,8589934588.0,-8511551245.73907,1417404433,-7094146812.73907
0.25,55500,0,2147483647,8589934588.0,-3307609077.762915,1417404433,-1890204644.7629151
0.25,55500,0,2147483647,8589934588.0,-1267780363.2867076,1417404433,149624069.71329236
0.25,55500,0,2147483647,8589934588.0,5165595975.767145,1417404433,6583000408.767145
0.25,55500,0,2147483647,8589934588.0,5905710978.480184,1417404433,7323115411.480184
0.25,55500,0,2147483647,8589934588.0,-3163263639.4978056,1417404433,-1745859206.4978056
0.25,55500,0,2147483647,8589934588.0,5418366597.947795,1417404433,6835771030.947795
0.25,55500,0,2147483647,8589934588.0,2914958500.1383605,1417404433,4332362933.138361
0.25,55500,0,2147483647,8589934588.0,-2540128340.880182,1417404433,-1122723907.8801818
0.25,55500,0,2147483647,8589934588.0,-415353721.8552608,1417404433,1002050711.1447392
0.25,55500,0,2147483647,8589934588.0,-1123191161.6809154,1417404433,294213271.31908464
0.25,55500,0,2147483647,8589934588.0,-7146327668.488048,1417404433,-5728923235.488048
0.25,55500,0,2147483647,8589934588.0,11580112061.754665,1417404433,12997516494.754665
0.25,55500,0,2147483647,8589934588.0,11744773051.966722,1417404433,13162177484.966722
0.25,55500,0,2147483647,8589934588.0,-7039014183.262161,1417404433,-5621609750.262161
0.25,55500,0,2147483647,8589934588.0,-11442964849.806988,1417404433,-10025560416.806988
0.25,55500,0,2147483647,8589934588.0,-5655199786.278653,1417404433,-4237795353.278653
0.25,55500,0,2147483647,8589934588.0,8925759539.937492,1417404433,10343163972.937492
0.25,55500,0,2147483647,8589934588.0,15636405869.012066,1417404433,17053810302.012066
0.25,55500,0,2147483647,8589934588.0,3987947212.1775064,1417404433,5405351645.177506
0.25,55500,0,2147483647,8589934588.0,5229391443.990046,1417404433,6646795876.990046
0.25,55500,0,2147483647,8589934588.0,42622135812.009346,1417404433,44039540245.009346
0.25,55500,0,2147483647,8589934588.0,-4357663265.053943,1417404433,-2940258832.0539427
0.25,55500,0,2147483647,8589934588.0,-22721157555.077396,1417404433,-21303753122.077396
0.25,55500,0,2147483647,8589934588.0,-17784868962.41059,1417404433,-16367464529.410591
0.25,55500,0,2147483647,8589934588.0,11478560604.012318,1417404433,12895965037.012318
0.25,55500,0,2147483647,8589934588.0,11850436689.789095,1417404433,13267841122.789095
0.25,55500,0,2147483647,8589934588.0,57270273.84970569,1417404433,1474674706.8497057
0.25,55500,0,2147483647,8589934588.0,-7840620565.550547,1417404433,-6423216132.550547
