epsilon,n,min_val,max_val,b,noise,actual_sum,estimated_sum
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-8.117053563371135e+18,781899455983281,-8.116271663915151e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,1.2524109858433352e+19,781899455983281,1.2524891757889335e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-2.5007481722043363e+19,781899455983281,-2.500669982258738e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,7.286271912717915e+18,781899455983281,7.287053812173899e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-1.5898938238951496e+19,781899455983281,-1.5898156339495512e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,9.510255937312106e+18,781899455983281,9.51103783676809e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-5.854497057399403e+19,781899455983281,-5.854418867453805e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-5.220748100005004e+18,781899455983281,-5.219966200549021e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,8.590595540721349e+18,781899455983281,8.591377440177332e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,4.235088518712666e+18,781899455983281,4.235870418168649e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,1.0112251597342777e+19,781899455983281,1.011303349679876e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-6.271633192063964e+18,781899455983281,-6.270851292607981e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-4.080415377697481e+18,781899455983281,-4.079633478241498e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,1.5625103834213034e+19,781899455983281,1.5625885733669018e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,1.0842530205908257e+18,781899455983281,1.085034920046809e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-1.1384080355106312e+18,781899455983281,-1.1376261360546479e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,2.7564545577196e+19,781899455983281,2.7565327476651983e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-2.49756227081588e+18,781899455983281,-2.496780371359897e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-4.868407981523268e+19,781899455983281,-4.8683297915776705e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-2.418335823763716e+18,781899455983281,-2.417553924307733e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-3.1157288377561136e+16,781899455983281,-3.0375388921577856e+16
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,3.4220935505888764e+19,781899455983281,3.4221717405344748e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-1.1391910247791163e+19,781899455983281,-1.139112834833518e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-1.065253653001569e+19,781899455983281,-1.0651754630559707e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,4.605061126056046e+19,781899455983281,4.605139316001644e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-7.02864956018736e+18,781899455983281,-7.027867660731377e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-5.380908748624478e+19,781899455983281,-5.38083055867888e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-6.581516041822252e+18,781899455983281,-6.580734142366268e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-2.876434626972467e+19,781899455983281,-2.876356437026869e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,1.386337729195261e+19,781899455983281,1.3864159191408593e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,1.7829391426268527e+19,781899455983281,1.783017332572451e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,6.484564306350821e+19,781899455983281,6.484642496296419e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-9.914047718804105e+18,781899455983281,-9.913265819348122e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,9.035048513193702e+18,781899455983281,9.035830412649686e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-9.482875931512367e+18,781899455983281,-9.482094032056383e+18
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-5.382062009011852e+19,781899455983281,-5.381983819066254e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,2.6280464501993222e+19,781899455983281,2.6281246401449206e+19
0.5,8225871,0,9223372036854775807,1.8446744073709552e+19,-4.2836443226677e+19,781899455983281,-4.283566132722102e+19
